Event,Species,Rearing_Origin,Stage,System,Encounter_Time_zone,Encounter_Timestamp,Encounter_Location,Encounter_Easting,Encounter_Northing,Encounter_UTMZone,Encounter_Disposition,Release_Status,Release_Timezone,Release_Timestamp,Release_Location,Release_Easting,Release_Northing,TagType,TagManufacturer,TagModel,TagSerialNumber,EstTagLife,Acoustic_ID,Acoustic_Sensor_type,Acoustic_ Sensor_idcode,Acoustic_Sensor_value,PIT_ID,Radio_ID,Radio_Freq,Radio_BurstRate,External_TagID,Mark Observed,Mark Applied,VIE,ForkLength (cm),TotalLength (cm),Mass (g),Sex,STRG_Interorbital(mm),STRG_InsideMouth(mm),STRG_OutsideMouth(mm),Notes,Operator(s)
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053088,848,,,,,,44,152.01,3,,None,AP,None,77,,,F,,,,DMR # 095,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639538,344,A69-2801-20353,,,,,,,,,None,AP,None,77,,,F,,,,DMR # 095,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A48,,,,,None,AP,None ,77,,,F,,,,DMR # 095,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054479,848,,,,,,94,151.85,3,,None,AP,None ,74,,,F,,,,DMR # 096,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639542,344,A69-2801-20357,,,,,,,,,None,AP,None ,74,,,F,,,,DMR # 096,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A46,,,,,None,AP,None ,74,,,F,,,,DMR # 096,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054482,848,,,,,,97,151.85,3,,None,AP,None ,72,,,F,,,,DMR # 097,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639537,344,A69-2801-20352,,,,,,,,,None,AP,None ,72,,,F,,,,DMR # 097,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A70,,,,,None,AP,None ,72,,,F,,,,DMR # 097,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053074,848,,,,,,30,152.02,3,,None,AP,None ,75,,,F,,,,DMR # 101,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639550,344,A69-2801-20365,,,,,,,,,None,AP,None ,75,,,F,,,,DMR # 101,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/8/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A47,,,,,None,AP,None,75,,,F,,,,DMR # 101,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053069,848,,,,,,25,152.01,3,,AC,TP,None,74,,,F,,,,DMR # 118,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639544,344,A69-2801-20359,,,,,,,,,AC,TP,None,74,,,F,,,,DMR # 118,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A38,,,,,AC,TP,None,74,,,F,,,,DMR # 118,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054487,848,,,,,,102,151.85,3,,AC,TP,None,73,,,F,,,,DMR # 119,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639556,344,A69-2801-20371,,,,,,,,,AC,TP,None,73,,,F,,,,DMR # 119,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A9A,,,,,AC,TP,None,73,,,F,,,,DMR # 119,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054493,848,,,,,,108,151.85,3,,AC,TP,None,74,,,F,,,,DMR # 120,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639529,344,A69-2801-20344,,,,,,,,,AC,TP,None,74,,,F,,,,DMR # 120,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A73,,,,,AC,TP,None,74,,,F,,,,DMR # 120,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053077,848,,,,,,33,152.01,3,,AC,TP,None,68,,,M,,,,DMR # 121,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601702,344,A69-1604-39117,,,,,,,,,AC,TP,None,68,,,M,,,,DMR # 121,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A64,,,,,AC,TP,None,68,,,M,,,,DMR # 121,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053105,848,,,,,,61,152.01,3,,AC,TP,None,74,,,F,,,,DMR # 122,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601704,344,A69-1604-39119,,,,,,,,,AC,TP,None,74,,,F,,,,DMR # 122,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/10/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A67,,,,,AC,TP,None,74,,,F,,,,DMR # 122,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/13/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/13/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053061,848,,,,,,17,151.85,3,,AC,TP,None,76,,,F,,,,DMR # 128,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/13/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/13/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601685,344,A69-1604-39100,,,,,,,,,AC,TP,None,76,,,F,,,,DMR # 128,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/13/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/13/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7A5E,,,,,AC,TP,None ,76,,,F,,,,DMR # 128,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053056,848,,,,,,12,151.85,3,,AC,TP,None ,77,,,M,,,,DMR # 134,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601682,344,A69-1604-39097,,,,,,,,,AC,TP,None ,77,,,M,,,,DMR # 134,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00188B7941,,,,,AC,TP,None ,77,,,M,,,,DMR # 134,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053089,848,,,,,,45,152.01,3,,AC,TP,None ,76,,,F,,,,DMR # 143,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,160691,344,A69-1604-39112,,,,,,,,,AC,TP,None ,76,,,F,,,,DMR # 143,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F621E,,,,,AC,TP,None ,76,,,F,,,,DMR # 143,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053078,848,,,,,,34,152.01,3,,None,AP,None ,75,,,F,,,,DMR # 144,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639549,344,A69-2801- 20364,,,,,,,,,None,AP,None ,75,,,F,,,,DMR # 144,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F6215,,,,,None,AP,None,75,,,F,,,,DMR # 144,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054502,848,,,,,,117,152.01,3,,AC,TP,None,75,,,F,,,,DMR # 145,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639531,344,A69-2801-20346,,,,,,,,,AC,TP,None,75,,,F,,,,DMR # 145,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F6213,,,,,AC,TP,None,75,,,F,,,,DMR # 145,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054496,848,,,,,,111,152.01,3,,None,AP,None,73,,,F,,,,DMR # 146,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639528,344,A69-2801-20343,,,,,,,,,None,AP,None,73,,,F,,,,DMR # 146,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/14/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F61F7,,,,,None,AP,None,73,,,F,,,,DMR # 146,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054495,848,,,,,,110,151.85,3,,None,AP,None,75,,,F,,,,DMR # 150,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639557,344,A69-2801-20372,,,,,,,,,None,AP,None,75,,,F,,,,DMR # 150,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F6216,,,,,None,AP,None,75,,,F,,,,DMR # 150,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054486,848,,,,,,101,151.85,3,,None,AP,None,73,,,F,,,,DMR # 151,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639525,344,A69-2801-20340,,,,,,,,,None,AP,None,73,,,F,,,,DMR # 151,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F620C,,,,,None,AP,None,73,,,F,,,,DMR # 151,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054481,848,,,,,,96,151.85,3,,None,AP,None,74,,,F,,,,DMR # 152,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639536,344,A69-2801-20351,,,,,,,,,None,AP,None,74,,,F,,,,DMR # 152,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F61FC,,,,,None,AP,None,74,,,F,,,,DMR # 152,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054485,848,,,,,,100,151.85,3,,AC,TP,None,75,,,F,,,,DMR # 153,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639560,344,A69-2801-20375,,,,,,,,,AC,TP,None,75,,,F,,,,DMR # 153,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/15/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F6233,,,,,AC,TP,None,75,,,F,,,,DMR # 153,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/18/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/18/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054504,848,,,,,,119,152.01,3,,AC,TP,None,79,,,F,,,,DMR # 167,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/18/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/18/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639540,344,A69-2801-20355,,,,,,,,,AC,TP,None,79,,,F,,,,DMR # 167,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/18/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/18/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00184E7557,,,,,AC,TP,None,79,,,F,,,,DMR # 167,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/19/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/19/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053103,848,,,,,,59,152.01,3,,AC,TP,None,77,,,F,,,,DMR # 179,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/19/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/19/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601671,344,A69-1604-39086,,,,,,,,,AC,TP,None,77,,,F,,,,DMR # 179,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/19/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/19/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F61F3,,,,,AC,TP,None,77,,,F,,,,DMR # 179,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/23/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/23/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054490,848,,,,,,105,151.85,3,,AC,TP,None,74,,,F,,,,DMR # 193,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/23/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/23/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639562,344,A69-2801-20377,,,,,,,,,AC,TP,None,74,,,F,,,,DMR # 193,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/23/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/23/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F65F7,,,,,AC,TP,None,74,,,F,,,,DMR # 193,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/30/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/30/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053084,848,,,,,,40,152.01,3,,AC,TP,None,72,,,F,,,,DMR # 207,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/30/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/30/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639532,344,A69-2801-20347,,,,,,,,,AC,TP,None,72,,,F,,,,DMR # 207,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,6/30/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,6/30/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F5F5A,,,,,AC,TP,None,72,,,F,,,,DMR # 207,RH
