"ANIMAL_ID   (floy tag ID, pit tag code, etc.)",TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_IMPLANT_METHOD,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH (m),WEIGHT (kg),LENGTH_TYPE,LENGTH2 (m),LENGTH2_TYPE,LIFE_STAGE,AGE,AGE_UNITS,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,HARVEST_DATE,CAPTURE_DEPTH (m),TEMPERATURE_CHANGE (degrees C),HOLDING_TEMPERATURE (degrees C),PREOP_HOLD_PERIOD,POSTOP_HOLD_PERIOD,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION (ppm),ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION (ppm),BUFFER_CONCENTRATION_IN_ANAESTHETIC (ppm),ANAESTHETIC_CONCENTRATION_IN_RECIRCULATION (ppm),BUFFER_CONCENTRATION_IN_RECIRCULATION (ppm),DISSOLVED_OXYGEN (ppm),COMMENTS,,,,,,,,,,,,,,,,,
3DD.003BEF36A8,Acoustic,VEMCO,V16-4x,1268218,14287,A69-9001,INTERNAL,"Midventral line incision, sutures",2017-08-15,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Shortnose Sturgeon,Acipenser brevirostrum,Penobscot River,44.73564,-68.83177,W,NA,0.733,3.8,FORK,,,Adult,Unknown,,F,Yes,,,Penobscot River,44.73564,-68.83177,2017/08/15T00:00:00,,5.436108,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF36D6,Acoustic,VEMCO,V16-4x,1268731,14216,A69-9001,INTERNAL,"Midventral line incision, sutures",2017-08-23,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,0.904,6.6,FORK,,,Juvenile,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2017/08/23T00:00:00,,7.039356,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF36C0,Acoustic,VEMCO,V16-4x,1268733,14218,A69-9001,INTERNAL,"Midventral line incision, sutures",2017-09-06,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,0.7,2.9,FORK,,,Juvenile,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2017/09/06T00:00:00,,9.07542,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3D9.1C2CABFF62,Acoustic,VEMCO,V16-4x,1268222,14291,A69-9001,INTERNAL,"Midventral line incision, sutures",2017-09-12,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Shortnose Sturgeon,Acipenser brevirostrum,Penobscot River,44.70229,-68.83387,W,NA,0.83,5.6,FORK,,,Adult,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2017/09/12T00:00:00,,5.490972,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3D9.1C2D74F0C1,Acoustic,VEMCO,V16-4x,1268221,14290,A69-9001,INTERNAL,"Midventral line incision, sutures",2017-09-12,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Shortnose Sturgeon,Acipenser brevirostrum,Penobscot River,44.70229,-68.83387,W,NA,0.967,9,FORK,,,Adult,Unknown,,F,Yes,,,Penobscot River,44.70229,-68.83387,2017/09/12T00:00:00,,8.386572,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF36DC,Acoustic,VEMCO,V16-4x,1268732,14217,A69-9001,INTERNAL,"Midventral line incision, sutures",2017-09-12,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,1.302,19.2,FORK,,,Adult,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2017/09/12T00:00:00,,5.490972,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3D9.1C2CAB31D5,Acoustic,VEMCO,V16-4x,1268224,14293,A69-9001,INTERNAL,"Midventral line incision, sutures",2017-09-13,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Shortnose Sturgeon,Acipenser brevirostrum,Penobscot River,44.70229,-68.83387,W,NA,0.852,5.4,FORK,,,Adult,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2017/09/13T00:00:00,,5.88264,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF363C,Acoustic,VEMCO,V16-4x,1251359,11180,A69-9002,INTERNAL,"Midventral line incision, sutures",2018-06-12,2427 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Shortnose Sturgeon,Acipenser brevirostrum,Penobscot River,44.94181,-68.64457,W,NA,0.612,1.7,FORK,,,Adult,Unknown,,U,Yes,,,Penobscot River,44.93041,-68.6401,2018/06/12T00:00:00,,0,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF367A,Acoustic,VEMCO,V16-4x,1251358,11179,A69-9002,INTERNAL,"Midventral line incision, sutures",2018-07-01,2427 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Shortnose Sturgeon,Acipenser brevirostrum,Penobscot River,44.94181,-68.64457,W,NA,0.818,3.05,FORK,,,Adult,Unknown,,U,Yes,,,Penobscot River,44.93041,-68.6401,2018/07/01T00:00:00,,0,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF3694,Acoustic,VEMCO,V16-4x,1299384,9164,A69-9001,INTERNAL,"Midventral line incision, sutures",2018-07-19,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,0.792,4.35,FORK,,,Juvenile,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2018/07/19T00:00:00,,7.310628,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF3652,Acoustic,VEMCO,V16-4x,1299381,9161,A69-9001,INTERNAL,"Midventral line incision, sutures",2018-07-20,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,0.875,6.1,FORK,,,Juvenile,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2018/07/20T00:00:00,,7.8486,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF3660,Acoustic,VEMCO,V16-4x,1299385,9165,A69-9001,INTERNAL,"Midventral line incision, sutures",2018-07-20,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,0.932,6.4,FORK,,,Juvenile,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2018/07/20T00:00:00,,7.8486,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF3638,Acoustic,VEMCO,V16-4x,1299382,9162,A69-9001,INTERNAL,"Midventral line incision, sutures",2018-07-20,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,0.88,6.1,FORK,,,Juvenile,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2018/07/20T00:00:00,,7.8486,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003BEF3655,Acoustic,VEMCO,V16-4x,1299383,9163,A69-9001,INTERNAL,"Midventral line incision, sutures",2018-09-13,3650 days,Catlin Ames/Kevin Lachapelle,Gayle Zydlewski,Universtiy of Maine,Atlantic Sturgeon,Acipenser oxyrinchus,Penobscot River,44.70229,-68.83387,W,NA,1.458,30.8,FORK,,,Adult,Unknown,,U,Yes,,,Penobscot River,44.70229,-68.83387,2018/09/13T00:00:00,,6.75132,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
3DD.003C0103E4,Acoustic,VEMCO,V16-4x,1251361,11182,A69-9002,INTERNAL,"Midventral line incision, sutures",2019-07-09,2427 days,Joe Zydlewski,Gayle Zydlewski,Universtiy of Maine,Shortnose Sturgeon,Acipenser brevirostrum,Penobscot River,44.94181,-68.64457,W,NA,0.54,0.85,FORK,,,Sub-Adult,Unknown,,U,Yes,,,Penobscot River,44.93041,-68.6401,2019/07/09T00:00:00,,0,,,,,Penobscot River,,,,TRICAINE METHANESULFONATE,,TRICAINE METHANESULFONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
