"","FishID","Species","TagID","TagType","Origin","FishIDs","ProjectID","ReleaseSite","CaptureDate","CaptureLocation","Easting","Northing","ForkLength","TotalLength","LengthUnit","Mass","MassUnit","Alive","Recapture","InitialRelease","Sex","Interorbital","InsideMouth","OutsideMouth","DorsalScore","CaudalScore","FinClipObs","Surgeon","VIE","DevelopmentalStage","StockingMark1","StockingMark2","FinClip","ScaleSample","SensorType","SensorIDCode","SensorCodeSpace","System","Notes"
"80","SNS-2012-070","SNS","1221727","Acoustic","Wild","FLOY: 102793; Genetic ID: G-951; Photo ID: 15-104;","Sturgeon-PNR","Penobscot River",2015-09-16,"Penobscot River",516750,4957176,89,101,"cm",6.45,"kg",1,1,0,"LF",64,49,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"81","SNS-2012-077","SNS","1147455","Acoustic","Wild","FLOY: 102744; Genetic ID: G-962; Photo ID: 17-091;","Sturgeon-PNR","Penobscot River",2015-07-09,"Penobscot River",514817,4946742,87,100,"cm",7.05,"kg",1,1,0,"U",67,51,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"82","SNS-2012-077","SNS","1147455","Acoustic","Wild","FLOY: 102744; Genetic ID: G-962; Photo ID: 17-091;","Sturgeon-PNR","Penobscot River",2017-09-19,"Penobscot",514594,4948102,94,108,"cm",8.1,"kg",1,1,0,"U",67,50,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"83","SNS-2015-019","SNS","1194446","Acoustic","Wild","FLOY: 102728; Genetic ID: G-1127; Photo ID: 15-028;","Sturgeon-PNR","Penobscot River",2015-07-09,"Penobscot River",514817,4946742,86,100,"cm",6.9,"kg",1,0,1,"EF",65,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"84","SNS-2015-019","SNS","1194446","Acoustic","Wild","FLOY: 102728; Genetic ID: G-1127; Photo ID: 15-028;","Sturgeon-PNR","Penobscot River",2016-11-23,"Penobscot River",522534,4963098,90,104,"cm",6.05,"kg",1,1,0,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"85","SNS-2015-021","SNS","1147448","Acoustic","Wild","FLOY: 102730; Genetic ID: G-1129; Photo ID: 15-031;","Sturgeon-PNR","Penobscot River",2015-07-16,"Penobscot River",512896,4949977,92,102,"cm",7.7,"kg",1,0,1,"EF",79,53,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"86","SNS-2015-025","SNS","1194447","Acoustic","Wild","FLOY: 102779; Genetic ID: G-1133; Photo ID: 15-039;","Sturgeon-PNR","Penobscot River",2015-07-21,"Penobscot River",514862,4946711,79,91,"cm",5.85,"kg",1,0,1,"EF",60,48,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"87","SNS-2015-026","SNS","1194440","Acoustic","Wild","FLOY: 102704; Genetic ID: G-1134; Photo ID: 15-040;","Sturgeon-PNR","Penobscot River",2015-07-21,"Penobscot River",514862,4946711,88,99,"cm",5.9,"kg",1,0,1,"EF",59,53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"88","SNS-2015-031","SNS","1194441","Acoustic","Wild","FLOY: 102701; Genetic ID: G-1140; Photo ID: 15-220;","Sturgeon-PNR","Penobscot River",2015-08-06,"Penobscot River",514772,4947297,93,106,"cm",7.5,"kg",1,0,1,"EF",69,56,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"89","SNS-2015-031","SNS","1194441","Acoustic","Wild","FLOY: 102701; Genetic ID: G-1140; Photo ID: 15-220;","Sturgeon-PNR","Penobscot River",2015-10-16,"Penobscot River",520289,4961984,91,104,"cm",6.7,"kg",1,1,0,"EF",69,50,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"90","SNS-2015-034","SNS","1221724","Acoustic","Wild","FLOY: 102380; Genetic ID: G-1144; Photo ID: 15-053;","Sturgeon-PNR","Penobscot River",2015-08-07,"Penobscot River",512807,4950070,94,110,"cm",7.5,"kg",1,0,1,"EF",65,53,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"91","SNS-2015-034","SNS","1221724","Acoustic","Wild","FLOY: 102380; Genetic ID: G-1144; Photo ID: 15-053;","Sturgeon-PNR","Penobscot River",2019-07-30,"Penobscot",514772,4947174,96,111,"cm",6.15,"kg",1,1,0,"U",67,48,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"92","SNS-2015-038","SNS","1221719","Acoustic","Wild","FLOY: 102384; Genetic ID: G-1145; Photo ID: 15-054;","Sturgeon-PNR","Penobscot River",2015-08-07,"Penobscot River",512962,4949762,92,109,"cm",9.6,"kg",1,0,1,"EF",67,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"93","SNS-2015-043","SNS","1221720","Acoustic","Wild","FLOY: 53348; Genetic ID: G-1151; Photo ID: 17-085;","Sturgeon-PNR","Penobscot River",2015-08-20,"Penobscot River",512851,4950008,92,103,"cm",7.1,"kg",1,0,1,"EF",71,54,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"94","SNS-2015-043","SNS","1221720","Acoustic","Wild","FLOY: 53348; Genetic ID: G-1151; Photo ID: 17-085;","Sturgeon-PNR","Penobscot River",2017-09-14,"Penobscot",512949,4949697,95,107,"cm",7.85,"kg",1,1,0,"EF",73,57,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"95","SNS-2015-043","SNS","1221720","Acoustic","Wild","FLOY: 53348; Genetic ID: G-1151; Photo ID: 17-085;","Sturgeon-PNR","Penobscot River",2019-07-16,"Penobscot",514570,4947044,96,106,"cm",6.8,"kg",1,1,0,"U",74,49,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"96","SNS-2015-048","SNS","1221723","Acoustic","Wild","FLOY: 102376; Genetic ID: G-1156; Photo ID: 15-068;","Sturgeon-PNR","Penobscot River",2015-09-03,"Penobscot River",517148,4958288,91,105,"cm",5.4,"kg",1,0,1,"EF",70,56,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"97","SNS-2015-049","SNS","1221733","Acoustic","Wild","FLOY: 102774; Genetic ID: G-1157; Photo ID: 15-069;","Sturgeon-PNR","Penobscot River",2015-09-03,"Penobscot River",517152,4958133,82,96,"cm",4.7,"kg",1,0,1,"EF",64,51,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"98","SNS-2015-049","SNS","1221733","Acoustic","Wild","FLOY: 102774; Genetic ID: G-1157; Photo ID: 15-069;","Sturgeon-PNR","Penobscot River",2016-08-18,"Penobscot River",513014,4949586,84,98,"cm",4.9,"kg",1,1,0,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"99","SNS-2015-050","SNS","1221730","Acoustic","Wild","FLOY: 102702; Genetic ID: G-1158; Photo ID: 15-071;","Sturgeon-PNR","Penobscot River",2015-09-04,"Penobscot River",517099,4958195,91,98,"cm",6.55,"kg",1,0,1,"LF",64,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"100","SNS-2015-051","SNS","1221729","Acoustic","Wild","FLOY: 102311; Genetic ID: G-1159; Photo ID: 15-072;","Sturgeon-PNR","Penobscot River",2015-09-04,"Penobscot River",517165,49580401,86,98,"cm",5.4,"kg",1,0,1,"EF",66,47,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"101","SNS-2015-056","SNS","1221732","Acoustic","Wild","FLOY: 102771; Genetic ID: G-1163; Photo ID: 15-077;","Sturgeon-PNR","Penobscot River",2015-09-04,"Penobscot River",517230,4958380,97,99,"cm",7.2,"kg",1,0,1,"LF",64,51,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"102","SNS-2015-084","SNS","1221726","Acoustic","Wild","FLOY: 102714; Genetic ID: G-1193; Photo ID: 15-114;","Sturgeon-PNR","Penobscot River",2015-09-18,"Penobscot River",517165,4958288,92,105,"cm",7.2,"kg",1,0,1,"LF",68,52,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"103","SNS-2015-088","SNS","1221725","Acoustic","Wild","FLOY: 102718; Genetic ID: G-1198; Photo ID: 15-119;","Sturgeon-PNR","Penobscot River",2015-09-23,"Penobscot River",517178,4958274,85,99,"cm",5.8,"kg",1,0,1,"LF",69,47,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"104","SNS-2015-090","SNS","1221731","Acoustic","Wild","FLOY: 102706; Genetic ID: G-1196; Photo ID: 15-117;","Sturgeon-PNR","Penobscot River",2015-09-23,"Penobscot River",517090,4958226,81,95,"cm",4.8,"kg",1,0,1,"LF",57,40,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"105","SNS-2015-113","SNS","1221728","Acoustic","Wild","FLOY: 102373; Genetic ID: G-1221; Photo ID: 15-147;","Sturgeon-PNR","Penobscot River",2015-10-09,"Penobscot River",520289,4961984,94,112,"cm",7.8,"kg",1,0,1,"LF",67,52,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"106","SNS-2016-116","SNS","1251362","Acoustic","Wild","FLOY: 53046; Genetic ID: G-1433; Photo ID: 16-178;","Sturgeon-PNR","Penobscot River",2016-11-11,"Penobscot River",522376,4963146,70,81,"cm",2.55,"kg",1,0,1,"TT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",11183,"9002","Penobscot",""
"107","SNS-2016-116","SNS","1251362","Acoustic","Wild","FLOY: 53046; Genetic ID: G-1433; Photo ID: 16-178;","Sturgeon-PNR","Penobscot River",2020-07-06,"Penobscot River",528022,4976571,77,91,"cm",3.45,"kg",1,1,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",11183,"9002","Penobscot",""
"108","SNS-2017-021","SNS","1251360","Acoustic","Wild","FLOY: 53394; Genetic ID: G-1497; Photo ID: 17-027;","Sturgeon-PNR","Penobscot River",2017-07-11,"Penobscot",NA,NA,62,73,"cm",1.5,"kg",1,0,1,"TT",44,32,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",11181,"A69-9002","Penobscot",""
"109","SNS-2017-025","SNS","1268215","Acoustic","Wild","FLOY: 53301; Genetic ID: G-1503; Photo ID: 17-036;","Sturgeon-PNR","Penobscot River",2017-07-26,"Penobscot",513726,4954681,75,90,"cm",3.55,"kg",1,0,1,"TT",56,44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"110","SNS-2017-027","SNS","1268217","Acoustic","Wild","FLOY: 53303; Genetic ID: G-1505; Photo ID: 17-038;","Sturgeon-PNR","Penobscot River",2017-07-27,"Penobscot",517724,4958887,71,82,"cm",3.05,"kg",1,0,1,"TT",47,36,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"111","SNS-2017-030","SNS","1268219","Acoustic","Wild","FLOY: 53307; Genetic ID: G-1508; Photo ID: 17-042;","Sturgeon-PNR","Penobscot River",2017-08-01,"Penobscot",514486,4948140,84,97,"cm",5.65,"kg",1,0,1,"LF",54,34,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"112","SNS-2017-033","SNS","1268223","Acoustic","Wild","FLOY: 53311; Genetic ID: G-1511; Photo ID: 17-046;","Sturgeon-PNR","Penobscot River",2017-08-14,"Penobscot",514533,4947474,77,89,"cm",4.25,"kg",1,0,1,"MF",53,37,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"113","SNS-2017-036","SNS","1268218","Acoustic","Wild","FLOY: 53314; Genetic ID: G-1514; Photo ID: 17-049;","Sturgeon-PNR","Penobscot River",2017-08-15,"Penobscot",513133,4952967,73,86,"cm",3.8,"kg",1,0,1,"MF",53,37,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"114","SNS-2017-068","SNS","A69-2801-201227","Acoustic","Wild","FLOY: 53181; Genetic ID: G-1587; Photo ID: 17-109;","Sturgeon-PNR","Penobscot River",2017-10-18,"Penobscot",513317,4952129,93,104,"cm",6,"kg",1,0,1,"U",61,44,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"115","SNS-2017-068","SNS","A69-2801-201227","Acoustic","Wild","FLOY: 53181; Genetic ID: G-1587; Photo ID: 17-109;","Sturgeon-PNR","Penobscot River",2025-08-17,"The Spindle",514494,4948116,96,114,"cm",NA,"g",1,1,0,"UNK",66,50,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"116","SNS-2017-228","SNS","A69-2801-201244","Acoustic","Wild","FLOY: 53262; Genetic ID: G-1751; Photo ID: 19-039;","Sturgeon-PNR","Penobscot River",2017-12-04,"Penobscot",520293,4961951,76,90,"cm",NA,"kg",1,0,1,"",57,37,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"117","SNS-2017-228","SNS","A69-2801-201244","Acoustic","Wild","FLOY: 53262; Genetic ID: G-1751; Photo ID: 19-039;","Sturgeon-PNR","Penobscot River",2019-06-19,"Penobscot",514480,4947602,80,97,"cm",4,"kg",1,1,0,"U",59,39,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"118","SNS-2017-228","SNS","A69-2801-201244","Acoustic","Wild","FLOY: 53262; Genetic ID: G-1751; Photo ID: 19-039;","Sturgeon-PNR","Penobscot River",2025-08-05,"The Spindle",514494,4948116,91,105,"cm",NA,"g",1,1,0,"UNK",73,49,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"119","SNS-2018-016","SNS","1251359","Acoustic","Wild","FLOY: 54328; Genetic ID: G-1776; Photo ID: 18-026;","Sturgeon-PNR","Penobscot RIver",2018-06-12,"Penobscot",528022,4976571,61,73,"cm",1.7,"kg",1,0,1,"TT",52,38,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",11180,"9002","Penobscot","Caught at Milford Lift"
"120","SNS-2018-023","SNS","1251358","Acoustic","Wild","FLOY: 54336; Genetic ID: G-1785; Photo ID: 18-038;","Sturgeon-PNR","Penobscot RIver",2018-07-01,"Penobscot",528022,4976571,81,91,"cm",3.05,"kg",1,0,1,"U",59,41,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",11179,"9002","Penobscot","Caught at Milford Lift"
"121","SNS-2019-036","SNS","1251361","Acoustic","Wild","FLOY: 54551; Genetic ID: G-1950;","Sturgeon-PNR","Penobscot River",2019-07-09,"Penobscot",528022,4976571,54,61,"cm",0.85,"kg",1,0,1,"",36,30,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",11183,"9002","Penobscot","Caught at Milford Lift"
"122","SNS-2020-019","SNS","A69-2801-201234","Acoustic","Wild","Genetic ID: G-2039;","Sturgeon-PNR","Penobscot River",2020-08-17,"Penobscot River",514530,4947266,80,91,"cm",NA,"",1,0,1,"",57,43,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
"123","SNS-2020-019","SNS","A69-2801-201234","Acoustic","Wild","Genetic ID: G-2039;","Sturgeon-PNR","Penobscot River",2025-08-05,"The Spindle",514494,4948116,86,101,"cm",NA,"g",1,1,0,"UNK",62,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Penobscot",""
