"Event","Species","Rearing_Origin","Stage","System","Encounter_Time_zone","Encounter_Timestamp","Encounter_Location","Encounter_Easting","Encounter_Northing","Encounter_UTMZone","Encounter_Disposition","Release_Status","Release_Timezone","Release_Timestamp","Release_Location","Release_Easting","Release_Northing","TagType","TagManufacturer","TagModel","TagSerialNumber","EstTagLife","Acoustic_ID","Acoustic_Sensor_type","Acoustic_.Sensor_idcode","Acoustic_Sensor_value","PIT_ID","Radio_ID","Radio_Freq","Radio_BurstRate","External_TagID","Mark.Observed","Mark.Applied","VIE","ForkLength..cm.","TotalLength..cm.","Mass..g.","Sex","STRG_Interorbital.mm.","STRG_InsideMouth.mm.","STRG_OutsideMouth.mm.","Notes","Operator.s."
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F90",,,,,"None","None","None",65.2,77.1,,,50,36,43,"WOUND L","JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F78",,,,,"None","None","None",74,84.8,,,57,44,55,"CAUDAL DEFORMITY","JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F87",,,,,"None","None","None",65.8,76.8,,,49,37,46,,"JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F6C",,,,,"None","None","None",70.6,82.6,,,52,44,51,,"JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F89",,,,,"None","None","None",68.2,82.6,,,51,44,52,,"JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F8E",,,,,"None","None","None",58.8,70.4,,,51,35,43,,"JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F88",,,,,"None","None","None",59,69.6,,,47,36,42,,"JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F85",,,,,"None","None","None",63.4,75.2,,,46,35,43,,"JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F68",,,,,"None","None","None",65.4,77,,,51,57,45,,"JZ,SE"
"Intial capture","SNS","Wild",,"Kennebec","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"19","Live","Yes","Eastern","08/04/2025 00:00","Hallowell",437291,4902372,"PIT",,,,,,,,,"3DD.003E185F69",,,,,"None","None","None",61.4,72.3,,,47,36,43,,"JZ,SE"
"Recapture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003BEF3671",,,,,"None","None","None",91.1,105,,,73.1,49.1,59.8,,"JZ,SE"
"Intial capture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F7B",,,,,"None","None","None",87.3,102.4,,,67.7,47.2,53.7,,"JZ,SE"
"Intial capture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F82",,,,,"None","None","None",95,109.7,,,71,49,61,,"JZ,SE"
"Intial capture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F6E",,,,,"None","None","None",109.2,118,,,69.1,48.5,66.8,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F8B",,,,,"None","None","None",94.4,113.2,,,77.8,37.6,51.4,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F8A",,,,,"None","None","None",87,101.4,,,63,33,47,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F7C",,,,,"None","None","None",90.4,108.6,,,71,36.1,55.9,"RIGHT PECTORAL WOUND","JZ,SE"
"Recapture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3D9.1C2D7E000E",,,,,"None","None","None",90.3,104.8,,,68,39,55,,"JZ,SE"
"Recapture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3D9.1C2D6CC918",,,,,"None","None","None",89,100.4,,,67,38,59,,"JZ,SE"
"Recapture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003D99263F",,,,,"None","None","None",86.8,101,,,62,47,54,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F81",,,,,"None","None","None",159.2,185.3,,,120,59.7,85.9,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F6F",,,,,"None","None","None",79.8,90.6,,,63,34,49,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F7A",,,,,"None","None","None",90,105.8,,,73,39,52,,"JZ,SE"
"Intial capture","SNS","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F66",,,,,"None","None","None",94.8,108.8,,,73,50,66,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/05/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F83",,,,,"None","None","None",85.6,103,,,79,34,53,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F6D",,,,,"None","None","None",109,125,,,91.4,48.2,68.4,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F6B",,,,,"None","None","None",1,114,,,80,43,59,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F73",,,,,"None","None","None",103,123,,,85,43,64,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F71",,,,,"None","None","None",93,105.8,,,76,36.4,55.4,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F5F",,,,,"None","None","None",84.2,100.2,,,65,30.5,46.7,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F58",,,,,"None","None","None",95,112,,,75,34.8,56.4,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F48",,,,,"None","None","None",90,107,,,76,32.2,50.3,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F61",,,,,"None","None","None",83,99.4,,,65.6,27.8,46,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F53",,,,,"None","None","None",130,152,,,113,49,74,,"JZ,SE"
"Intial capture","SNS","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F84",,,,,"None","None","None",94.6,107.6,,,75,48,70,,"JZ,SE"
"Intial capture","SNS","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F84",,,,,"None","None","None",85.4,97,,,63.1,42.8,53.5,,"JZ,SE"
"Intial capture","SNS","Wild",,"Penobscot","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/17/2025 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003BEF3727",,,,,"None","None","None",96,114.6,,,66.5,50.4,69.2,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F64",,,,,"None","None","None",115.4,130.8,,,93.1,41,69,,"JZ,SE"
"Recapture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3D9.1BF14AF288",,,,,"None","None","None",176.2,210,,,176,69,112,"GIRTH 78CM","JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F5A",,,,,"None","None","None",102.6,116.8,,,81,41,58,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F39",,,,,"None","None","None",109.4,120.2,,,92,42,63,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F57",,,,,"None","None","None",120,143.1,,,96,48,73,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F56",,,,,"None","None","None",92.2,108.8,,,75.2,33.3,49.2,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F79",,,,,"None","None","None",97.8,105.2,,,78.2,37.4,58.2,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F5D",,,,,"None","None","None",100.4,120,,,81.2,37.3,62.3,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F4E",,,,,"None","None","None",88,103,,,70.8,35.1,50.3,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F46",,,,,"None","None","None",93.6,109.2,,,71,33.9,54.7,,"JZ,SE"
"Intial capture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F80",,,,,"None","None","None",88.8,104.4,,,69.2,32.7,53.6,,"JZ,SE"
"Recapture","AST","Wild",,"Penobscot","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"19","Live","Yes","Eastern","08/18/2026 00:00","The Spindle",514494,4948116,"PIT",,,,,,,,,"3DD.003E185F71",,,,,"None","None","None",90.4,104.6,,,72.9,35.1,52.4,"UMAINE PREVIOUSE DAY RECAP","JZ,SE"
